1,2,3,4,5,6,7
Rose Wine,,,,,,
White Wine,Red Wine,Champagne,Dessert Wine,,,
Rose Wine,Champagne,Sparkling Wine,White Wine,,,
Champagne,Dessert Wine,Sparkling Wine,White Wine,Rose Wine,Red Wine,Port Wine
White Wine,Sparkling Wine,Port Wine,,,,
Sparkling Wine,Champagne,White Wine,Red Wine,Rose Wine,Dessert Wine,
Champagne,Dessert Wine,Red Wine,,,,
Red Wine,Dessert Wine,Rose Wine,Port Wine,,,
White Wine,Rose Wine,,,,,
Dessert Wine,Sparkling Wine,,,,,
Champagne,Sparkling Wine,Red Wine,Rose Wine,White Wine,Dessert Wine,
Rose Wine,White Wine,Dessert Wine,Port Wine,,,
Dessert Wine,Port Wine,Champagne,White Wine,Sparkling Wine,Red Wine,Rose Wine
Dessert Wine,Rose Wine,Sparkling Wine,Port Wine,White Wine,Red Wine,
Dessert Wine,Sparkling Wine,,,,,
White Wine,Red Wine,Sparkling Wine,,,,
Rose Wine,Red Wine,Port Wine,White Wine,,,
Champagne,Dessert Wine,White Wine,Red Wine,,,
Sparkling Wine,White Wine,Champagne,Red Wine,Port Wine,Rose Wine,Dessert Wine
White Wine,Champagne,Sparkling Wine,Port Wine,,,
Rose Wine,Port Wine,Champagne,White Wine,Red Wine,Sparkling Wine,
Port Wine,Champagne,White Wine,,,,
Rose Wine,White Wine,Champagne,,,,
Red Wine,Sparkling Wine,,,,,
Rose Wine,Sparkling Wine,Dessert Wine,Red Wine,,,
Rose Wine,Champagne,,,,,
Red Wine,Rose Wine,Port Wine,Dessert Wine,,,
Rose Wine,Sparkling Wine,,,,,
Dessert Wine,,,,,,
Sparkling Wine,Champagne,Rose Wine,,,,
Red Wine,Dessert Wine,White Wine,,,,
White Wine,Champagne,Rose Wine,Port Wine,,,
Rose Wine,,,,,,
White Wine,Port Wine,Sparkling Wine,Dessert Wine,Rose Wine,Champagne,
Port Wine,White Wine,,,,,
White Wine,Rose Wine,Red Wine,Dessert Wine,,,
Sparkling Wine,Rose Wine,Red Wine,Port Wine,White Wine,Champagne,Dessert Wine
Sparkling Wine,Red Wine,Rose Wine,Champagne,Dessert Wine,White Wine,Port Wine
Red Wine,,,,,,
Champagne,Red Wine,White Wine,Port Wine,,,
Dessert Wine,Rose Wine,Champagne,Port Wine,,,
Rose Wine,Port Wine,White Wine,Champagne,Red Wine,Dessert Wine,
Champagne,Red Wine,Rose Wine,Port Wine,White Wine,Dessert Wine,Sparkling Wine
Port Wine,Red Wine,Dessert Wine,Rose Wine,,,
Red Wine,,,,,,
Dessert Wine,Sparkling Wine,Port Wine,Red Wine,Champagne,White Wine,Rose Wine
Sparkling Wine,Rose Wine,Port Wine,White Wine,Red Wine,,
White Wine,Rose Wine,Red Wine,Champagne,Dessert Wine,Port Wine,
White Wine,Red Wine,Port Wine,Dessert Wine,,,
Dessert Wine,Red Wine,Sparkling Wine,Champagne,Port Wine,White Wine,
Port Wine,White Wine,Red Wine,Dessert Wine,Rose Wine,Champagne,
White Wine,,,,,,
Sparkling Wine,Rose Wine,White Wine,,,,
Champagne,Red Wine,Rose Wine,Port Wine,,,
Dessert Wine,Red Wine,Sparkling Wine,,,,
Champagne,Port Wine,Red Wine,White Wine,Rose Wine,Dessert Wine,Sparkling Wine
Rose Wine,Red Wine,,,,,
White Wine,,,,,,
White Wine,Port Wine,Champagne,Rose Wine,Sparkling Wine,Dessert Wine,Red Wine
Champagne,Port Wine,Red Wine,White Wine,Rose Wine,,
Rose Wine,Sparkling Wine,Champagne,Dessert Wine,Port Wine,Red Wine,
Sparkling Wine,Rose Wine,Red Wine,White Wine,,,
Champagne,White Wine,Red Wine,Sparkling Wine,Rose Wine,,
Champagne,Port Wine,Dessert Wine,White Wine,Red Wine,Rose Wine,
Red Wine,White Wine,,,,,
Port Wine,,,,,,
Champagne,Rose Wine,White Wine,,,,
Sparkling Wine,Rose Wine,Dessert Wine,White Wine,Champagne,Port Wine,
White Wine,Port Wine,Red Wine,Sparkling Wine,Champagne,,
Champagne,White Wine,,,,,
Sparkling Wine,Port Wine,Rose Wine,Dessert Wine,,,
Champagne,,,,,,
Sparkling Wine,Port Wine,White Wine,,,,
White Wine,Red Wine,Rose Wine,Dessert Wine,Port Wine,,
Red Wine,Port Wine,Champagne,Sparkling Wine,White Wine,,
Dessert Wine,White Wine,Sparkling Wine,Rose Wine,,,
Dessert Wine,Port Wine,White Wine,Red Wine,Champagne,,
Port Wine,Champagne,,,,,
Rose Wine,Port Wine,Sparkling Wine,Dessert Wine,White Wine,Champagne,Red Wine
Port Wine,White Wine,Champagne,Sparkling Wine,,,
White Wine,Rose Wine,Dessert Wine,Red Wine,Champagne,,
White Wine,,,,,,
Rose Wine,,,,,,
Port Wine,Sparkling Wine,White Wine,,,,
Rose Wine,Sparkling Wine,,,,,
Dessert Wine,Rose Wine,Red Wine,,,,
Port Wine,,,,,,
Sparkling Wine,Rose Wine,,,,,
Sparkling Wine,Port Wine,Rose Wine,Red Wine,Champagne,,
Dessert Wine,Port Wine,Rose Wine,,,,
Red Wine,Port Wine,Champagne,Rose Wine,Dessert Wine,Sparkling Wine,
Dessert Wine,Red Wine,Sparkling Wine,White Wine,Port Wine,Champagne,
Port Wine,,,,,,
Rose Wine,Sparkling Wine,Dessert Wine,White Wine,,,
Rose Wine,Sparkling Wine,White Wine,Dessert Wine,Champagne,Red Wine,
Dessert Wine,White Wine,Red Wine,Sparkling Wine,,,
Champagne,,,,,,
Port Wine,Dessert Wine,Sparkling Wine,Red Wine,Champagne,,
Sparkling Wine,Port Wine,Champagne,Rose Wine,Red Wine,,
Sparkling Wine,Rose Wine,,,,,
Dessert Wine,Champagne,White Wine,Port Wine,,,
Rose Wine,Port Wine,Sparkling Wine,Champagne,Red Wine,White Wine,Dessert Wine
Rose Wine,Champagne,,,,,
White Wine,Red Wine,Dessert Wine,Sparkling Wine,Rose Wine,Champagne,
White Wine,Red Wine,Port Wine,Champagne,Sparkling Wine,Rose Wine,Dessert Wine
White Wine,Dessert Wine,,,,,
Rose Wine,Port Wine,Sparkling Wine,White Wine,Red Wine,,
Dessert Wine,White Wine,,,,,
Port Wine,Red Wine,Rose Wine,,,,
Dessert Wine,White Wine,,,,,
Port Wine,Dessert Wine,,,,,
Port Wine,,,,,,
Champagne,Red Wine,Port Wine,Rose Wine,Dessert Wine,Sparkling Wine,
Sparkling Wine,Red Wine,Dessert Wine,Port Wine,Champagne,Rose Wine,White Wine
Champagne,Dessert Wine,Port Wine,,,,
Champagne,Rose Wine,Sparkling Wine,Port Wine,Red Wine,Dessert Wine,White Wine
Champagne,White Wine,Port Wine,Dessert Wine,Rose Wine,,
White Wine,Port Wine,Champagne,Rose Wine,Red Wine,Dessert Wine,
Rose Wine,White Wine,Champagne,,,,
Port Wine,Sparkling Wine,Rose Wine,,,,
Champagne,Red Wine,Dessert Wine,,,,
Red Wine,Champagne,Sparkling Wine,Port Wine,White Wine,Rose Wine,
Rose Wine,Champagne,,,,,
Dessert Wine,,,,,,
Champagne,Red Wine,Port Wine,White Wine,Rose Wine,,
Champagne,Port Wine,Sparkling Wine,Rose Wine,Dessert Wine,White Wine,Red Wine
Red Wine,Port Wine,Sparkling Wine,Champagne,Rose Wine,Dessert Wine,
White Wine,Dessert Wine,Rose Wine,,,,
White Wine,Rose Wine,,,,,
Champagne,Sparkling Wine,,,,,
Sparkling Wine,Port Wine,Dessert Wine,Champagne,White Wine,Rose Wine,
Port Wine,Sparkling Wine,Rose Wine,Dessert Wine,Red Wine,White Wine,
Sparkling Wine,Rose Wine,Dessert Wine,,,,
Dessert Wine,White Wine,Sparkling Wine,,,,
Sparkling Wine,Champagne,Rose Wine,Dessert Wine,Red Wine,,
Rose Wine,Champagne,White Wine,Dessert Wine,,,
Red Wine,Champagne,Port Wine,Dessert Wine,Sparkling Wine,,
White Wine,Rose Wine,Champagne,,,,
Red Wine,Dessert Wine,White Wine,Champagne,Rose Wine,Port Wine,Sparkling Wine
Port Wine,White Wine,Champagne,Sparkling Wine,,,
Rose Wine,Champagne,White Wine,Sparkling Wine,,,
Rose Wine,Champagne,,,,,
Port Wine,,,,,,
Red Wine,Champagne,Sparkling Wine,Port Wine,Rose Wine,White Wine,Dessert Wine
Dessert Wine,Rose Wine,Sparkling Wine,Champagne,Port Wine,Red Wine,White Wine
Port Wine,Sparkling Wine,Red Wine,White Wine,Rose Wine,Champagne,Dessert Wine
Red Wine,White Wine,Port Wine,Champagne,Sparkling Wine,Dessert Wine,Rose Wine
White Wine,Rose Wine,Champagne,Port Wine,Dessert Wine,Red Wine,Sparkling Wine
Rose Wine,,,,,,
Sparkling Wine,Dessert Wine,White Wine,Champagne,,,
Champagne,Red Wine,Dessert Wine,Port Wine,Sparkling Wine,White Wine,Rose Wine
Red Wine,Dessert Wine,Rose Wine,Champagne,Sparkling Wine,Port Wine,White Wine
Sparkling Wine,Rose Wine,,,,,
White Wine,Port Wine,,,,,
White Wine,Port Wine,Champagne,Sparkling Wine,Red Wine,Dessert Wine,
Port Wine,White Wine,Champagne,Rose Wine,Red Wine,,
Dessert Wine,Champagne,Red Wine,Sparkling Wine,Port Wine,Rose Wine,White Wine
Red Wine,White Wine,Rose Wine,Dessert Wine,,,
Champagne,Red Wine,Port Wine,White Wine,Dessert Wine,,
Champagne,,,,,,
White Wine,Rose Wine,Dessert Wine,,,,
Red Wine,Champagne,,,,,
Sparkling Wine,White Wine,Port Wine,Rose Wine,Champagne,,
Dessert Wine,,,,,,
Red Wine,Port Wine,,,,,
Sparkling Wine,Red Wine,Dessert Wine,Rose Wine,Port Wine,Champagne,
Sparkling Wine,Champagne,Port Wine,White Wine,Red Wine,Rose Wine,
White Wine,Champagne,Sparkling Wine,,,,
Red Wine,Champagne,Port Wine,White Wine,Sparkling Wine,,
Champagne,Sparkling Wine,White Wine,Red Wine,Dessert Wine,,
Sparkling Wine,White Wine,Rose Wine,Red Wine,Champagne,,
Rose Wine,Port Wine,Sparkling Wine,White Wine,Dessert Wine,Red Wine,Champagne
Champagne,Sparkling Wine,,,,,
Dessert Wine,Sparkling Wine,Rose Wine,,,,
Dessert Wine,Sparkling Wine,Red Wine,Rose Wine,Champagne,White Wine,Port Wine
White Wine,Dessert Wine,,,,,
Red Wine,,,,,,
White Wine,Port Wine,Red Wine,Sparkling Wine,Rose Wine,,
Dessert Wine,,,,,,
Red Wine,White Wine,,,,,
Dessert Wine,White Wine,Sparkling Wine,,,,
Red Wine,Champagne,White Wine,Dessert Wine,,,
Sparkling Wine,White Wine,Dessert Wine,Port Wine,,,
Red Wine,Rose Wine,Champagne,Dessert Wine,White Wine,Port Wine,Sparkling Wine
Dessert Wine,White Wine,Red Wine,Sparkling Wine,Port Wine,,
Champagne,Rose Wine,Port Wine,Sparkling Wine,,,
White Wine,,,,,,
White Wine,Port Wine,Sparkling Wine,Rose Wine,Red Wine,Champagne,
White Wine,Sparkling Wine,Champagne,Port Wine,,,
Dessert Wine,Port Wine,Red Wine,Sparkling Wine,Rose Wine,,
Champagne,Port Wine,Red Wine,White Wine,Rose Wine,Dessert Wine,Sparkling Wine
Dessert Wine,Champagne,Rose Wine,Sparkling Wine,,,
Red Wine,Port Wine,White Wine,Sparkling Wine,Dessert Wine,,
Dessert Wine,,,,,,
Red Wine,,,,,,
Rose Wine,Sparkling Wine,Dessert Wine,Port Wine,Champagne,,
Red Wine,Port Wine,Sparkling Wine,White Wine,,,
Port Wine,Red Wine,White Wine,Dessert Wine,,,
Port Wine,Champagne,Sparkling Wine,Rose Wine,Red Wine,Dessert Wine,
Rose Wine,Dessert Wine,,,,,
White Wine,Port Wine,Champagne,Red Wine,Sparkling Wine,Dessert Wine,Rose Wine
Rose Wine,Champagne,Port Wine,,,,
Dessert Wine,Champagne,White Wine,Red Wine,Rose Wine,,
Champagne,Port Wine,Red Wine,Sparkling Wine,Dessert Wine,White Wine,Rose Wine
Rose Wine,Red Wine,White Wine,Champagne,Sparkling Wine,Port Wine,
Port Wine,Dessert Wine,Sparkling Wine,,,,
Port Wine,,,,,,
Red Wine,Rose Wine,Port Wine,Dessert Wine,White Wine,,
Port Wine,,,,,,
Dessert Wine,Port Wine,,,,,
Dessert Wine,Sparkling Wine,Champagne,Port Wine,White Wine,,
White Wine,Port Wine,Rose Wine,Red Wine,Champagne,Dessert Wine,
Sparkling Wine,Champagne,,,,,
Champagne,,,,,,
Rose Wine,Red Wine,Dessert Wine,Champagne,,,
Rose Wine,Champagne,Port Wine,Sparkling Wine,Dessert Wine,Red Wine,White Wine
White Wine,Port Wine,Champagne,Sparkling Wine,Rose Wine,,
Port Wine,Champagne,Rose Wine,Dessert Wine,Sparkling Wine,Red Wine,White Wine
Champagne,,,,,,
Dessert Wine,Sparkling Wine,White Wine,Rose Wine,Red Wine,Champagne,
Rose Wine,Sparkling Wine,White Wine,Dessert Wine,,,
Dessert Wine,Champagne,Port Wine,Rose Wine,White Wine,,
Port Wine,Red Wine,Rose Wine,Sparkling Wine,Dessert Wine,White Wine,
Rose Wine,Dessert Wine,Port Wine,Sparkling Wine,White Wine,,
Champagne,White Wine,Sparkling Wine,Port Wine,,,
Sparkling Wine,Red Wine,White Wine,Rose Wine,Champagne,Port Wine,
White Wine,Sparkling Wine,Champagne,,,,
Red Wine,Port Wine,Dessert Wine,White Wine,Champagne,,
Port Wine,,,,,,
White Wine,Rose Wine,Sparkling Wine,Champagne,Red Wine,,
Red Wine,Dessert Wine,Champagne,,,,
Sparkling Wine,Red Wine,Champagne,White Wine,Rose Wine,Dessert Wine,
White Wine,Port Wine,Red Wine,Champagne,Sparkling Wine,Dessert Wine,Rose Wine
Sparkling Wine,Port Wine,White Wine,,,,
Red Wine,Champagne,,,,,
Red Wine,Rose Wine,White Wine,Champagne,Port Wine,Sparkling Wine,Dessert Wine
White Wine,Red Wine,Sparkling Wine,,,,
Sparkling Wine,Rose Wine,Champagne,,,,
Dessert Wine,White Wine,Rose Wine,Red Wine,Sparkling Wine,,
Rose Wine,Champagne,Dessert Wine,Port Wine,White Wine,,
Port Wine,Rose Wine,Sparkling Wine,,,,
Red Wine,White Wine,Rose Wine,,,,
Red Wine,White Wine,Champagne,Port Wine,,,
Red Wine,,,,,,
Port Wine,Red Wine,Champagne,Rose Wine,,,
Red Wine,Dessert Wine,White Wine,,,,
White Wine,Port Wine,Champagne,,,,
Champagne,Red Wine,,,,,
Dessert Wine,Red Wine,Champagne,Sparkling Wine,Port Wine,,
Red Wine,Port Wine,Sparkling Wine,Dessert Wine,Champagne,White Wine,Rose Wine
Rose Wine,White Wine,Sparkling Wine,Champagne,Red Wine,,
Champagne,Dessert Wine,Rose Wine,Sparkling Wine,White Wine,Red Wine,
Port Wine,Red Wine,Rose Wine,Sparkling Wine,White Wine,Dessert Wine,
Champagne,Port Wine,White Wine,Sparkling Wine,Red Wine,Dessert Wine,
Dessert Wine,Red Wine,Champagne,White Wine,Port Wine,Rose Wine,Sparkling Wine
Dessert Wine,Red Wine,Sparkling Wine,Champagne,Port Wine,,
Champagne,Dessert Wine,,,,,
Dessert Wine,,,,,,
Sparkling Wine,Rose Wine,White Wine,,,,
White Wine,,,,,,
Port Wine,Red Wine,Dessert Wine,Sparkling Wine,,,
Rose Wine,Red Wine,Champagne,Sparkling Wine,Port Wine,,
Port Wine,,,,,,
Red Wine,,,,,,
Champagne,Red Wine,Sparkling Wine,Port Wine,Rose Wine,White Wine,Dessert Wine
Port Wine,,,,,,
Dessert Wine,White Wine,Port Wine,Champagne,Rose Wine,Sparkling Wine,
Sparkling Wine,Dessert Wine,,,,,
Red Wine,Sparkling Wine,Rose Wine,Port Wine,Dessert Wine,,
Dessert Wine,Red Wine,Champagne,,,,
Port Wine,Champagne,White Wine,,,,
Red Wine,Dessert Wine,White Wine,Champagne,Rose Wine,Port Wine,
White Wine,Red Wine,Rose Wine,,,,
Champagne,White Wine,Port Wine,Rose Wine,,,
Sparkling Wine,,,,,,
Sparkling Wine,Port Wine,Red Wine,White Wine,Dessert Wine,,
Rose Wine,Port Wine,White Wine,,,,
Red Wine,,,,,,
Port Wine,Red Wine,Sparkling Wine,White Wine,,,
Rose Wine,Port Wine,Sparkling Wine,,,,
Red Wine,,,,,,
Sparkling Wine,Rose Wine,Red Wine,Champagne,White Wine,,
Sparkling Wine,Champagne,White Wine,Rose Wine,,,
Dessert Wine,,,,,,
Rose Wine,Red Wine,Champagne,White Wine,Dessert Wine,Port Wine,
Port Wine,Champagne,Rose Wine,Red Wine,Sparkling Wine,Dessert Wine,
Champagne,,,,,,
White Wine,Port Wine,Rose Wine,,,,
Rose Wine,Dessert Wine,Champagne,Red Wine,Sparkling Wine,White Wine,Port Wine
Rose Wine,Red Wine,,,,,
Red Wine,Dessert Wine,Champagne,Port Wine,Rose Wine,,
Rose Wine,,,,,,
Red Wine,Dessert Wine,White Wine,Champagne,Rose Wine,,
Champagne,,,,,,
Dessert Wine,Sparkling Wine,Champagne,,,,
White Wine,Champagne,Dessert Wine,Rose Wine,Red Wine,Sparkling Wine,
White Wine,Champagne,Sparkling Wine,Port Wine,Dessert Wine,Red Wine,Rose Wine
Red Wine,Rose Wine,Port Wine,White Wine,,,
Port Wine,Sparkling Wine,Dessert Wine,Rose Wine,,,
Sparkling Wine,Red Wine,,,,,
White Wine,Red Wine,Port Wine,Sparkling Wine,Rose Wine,,
Champagne,Red Wine,Port Wine,Sparkling Wine,Rose Wine,White Wine,Dessert Wine
Dessert Wine,White Wine,Red Wine,Sparkling Wine,Rose Wine,Port Wine,Champagne
Champagne,Dessert Wine,,,,,
Dessert Wine,Rose Wine,Champagne,,,,
White Wine,Rose Wine,Red Wine,Port Wine,Dessert Wine,,
Red Wine,Rose Wine,White Wine,Champagne,Sparkling Wine,,
Port Wine,White Wine,Rose Wine,Sparkling Wine,Champagne,Dessert Wine,Red Wine
Champagne,Dessert Wine,Sparkling Wine,Rose Wine,White Wine,Port Wine,
Port Wine,White Wine,Red Wine,Sparkling Wine,Rose Wine,Champagne,
Dessert Wine,White Wine,Red Wine,Rose Wine,,,
White Wine,,,,,,
Sparkling Wine,Dessert Wine,Champagne,Red Wine,,,
Red Wine,White Wine,Dessert Wine,,,,
Champagne,Sparkling Wine,Port Wine,Red Wine,Dessert Wine,,
Red Wine,,,,,,
Port Wine,,,,,,
Red Wine,,,,,,
Red Wine,Rose Wine,Champagne,White Wine,,,
Rose Wine,,,,,,
Sparkling Wine,Champagne,,,,,
Red Wine,White Wine,Champagne,Sparkling Wine,Dessert Wine,,
Dessert Wine,Sparkling Wine,White Wine,Champagne,Port Wine,Red Wine,
Champagne,White Wine,Sparkling Wine,Rose Wine,,,
Sparkling Wine,Port Wine,Rose Wine,White Wine,,,
Red Wine,Sparkling Wine,Champagne,Dessert Wine,White Wine,,
White Wine,Rose Wine,Port Wine,Red Wine,,,
White Wine,Dessert Wine,Sparkling Wine,Rose Wine,Red Wine,,
Champagne,Port Wine,White Wine,Sparkling Wine,Dessert Wine,Red Wine,Rose Wine
Red Wine,White Wine,Champagne,Rose Wine,Dessert Wine,Port Wine,
Sparkling Wine,Port Wine,Dessert Wine,Champagne,,,
Port Wine,Red Wine,Sparkling Wine,White Wine,Rose Wine,Champagne,
Red Wine,,,,,,
Port Wine,Rose Wine,Sparkling Wine,,,,
Port Wine,,,,,,
Dessert Wine,Red Wine,Port Wine,Rose Wine,Champagne,Sparkling Wine,
Rose Wine,,,,,,
Rose Wine,Champagne,Red Wine,,,,
Rose Wine,Dessert Wine,White Wine,Port Wine,Red Wine,,
Rose Wine,Red Wine,Dessert Wine,,,,
Port Wine,White Wine,Dessert Wine,Champagne,Sparkling Wine,,
White Wine,Port Wine,Sparkling Wine,Dessert Wine,Red Wine,Rose Wine,
Dessert Wine,Sparkling Wine,Champagne,,,,
Red Wine,Sparkling Wine,Champagne,Dessert Wine,Rose Wine,White Wine,Port Wine
Rose Wine,Dessert Wine,White Wine,Port Wine,,,
Champagne,Rose Wine,Sparkling Wine,,,,
Red Wine,Port Wine,Sparkling Wine,Dessert Wine,White Wine,,
Port Wine,Champagne,,,,,
Sparkling Wine,White Wine,Champagne,Red Wine,Rose Wine,Port Wine,Dessert Wine
Sparkling Wine,Champagne,Dessert Wine,,,,
Sparkling Wine,White Wine,Champagne,Red Wine,Rose Wine,,
Sparkling Wine,Dessert Wine,,,,,
Dessert Wine,Sparkling Wine,Rose Wine,White Wine,,,
Sparkling Wine,Rose Wine,,,,,
Port Wine,,,,,,
White Wine,Red Wine,Port Wine,Sparkling Wine,Champagne,Dessert Wine,Rose Wine
White Wine,Dessert Wine,Sparkling Wine,Rose Wine,Red Wine,Champagne,
Port Wine,Champagne,White Wine,Dessert Wine,Rose Wine,Red Wine,Sparkling Wine
Dessert Wine,Red Wine,Champagne,Sparkling Wine,White Wine,Port Wine,
White Wine,Dessert Wine,,,,,
Red Wine,Champagne,Port Wine,White Wine,Rose Wine,Sparkling Wine,Dessert Wine
Port Wine,Red Wine,Champagne,,,,
Dessert Wine,Champagne,Port Wine,,,,
Dessert Wine,Port Wine,Red Wine,Rose Wine,White Wine,Champagne,
Dessert Wine,White Wine,Champagne,Red Wine,Sparkling Wine,Port Wine,
Sparkling Wine,Dessert Wine,Rose Wine,Champagne,Red Wine,,
Rose Wine,Champagne,Red Wine,Sparkling Wine,,,
Sparkling Wine,Rose Wine,White Wine,Red Wine,Port Wine,,
Red Wine,Rose Wine,,,,,
Champagne,White Wine,Rose Wine,,,,
Sparkling Wine,Red Wine,Dessert Wine,Champagne,Rose Wine,White Wine,
Dessert Wine,Red Wine,Sparkling Wine,White Wine,Port Wine,Champagne,Rose Wine
Red Wine,White Wine,Champagne,,,,
White Wine,Red Wine,Port Wine,Dessert Wine,Sparkling Wine,,
Port Wine,Dessert Wine,Red Wine,White Wine,Champagne,Sparkling Wine,Rose Wine
Dessert Wine,Port Wine,Red Wine,White Wine,Champagne,Sparkling Wine,Rose Wine
White Wine,Champagne,Rose Wine,Red Wine,Port Wine,,
Port Wine,White Wine,Sparkling Wine,Champagne,Rose Wine,Dessert Wine,Red Wine
Port Wine,White Wine,,,,,
White Wine,Rose Wine,Champagne,Sparkling Wine,Red Wine,Port Wine,Dessert Wine
Champagne,Port Wine,Rose Wine,White Wine,Dessert Wine,Red Wine,
Red Wine,Rose Wine,Sparkling Wine,Dessert Wine,Port Wine,Champagne,
White Wine,Champagne,Port Wine,Red Wine,Rose Wine,Dessert Wine,
Dessert Wine,Champagne,Sparkling Wine,,,,
Red Wine,,,,,,
Champagne,,,,,,
Dessert Wine,Champagne,Port Wine,,,,
Champagne,Sparkling Wine,Dessert Wine,Rose Wine,,,
White Wine,,,,,,
Port Wine,Red Wine,Champagne,Sparkling Wine,Dessert Wine,Rose Wine,White Wine
Dessert Wine,Rose Wine,Port Wine,Sparkling Wine,Red Wine,,
White Wine,Rose Wine,Port Wine,,,,
Port Wine,Dessert Wine,Sparkling Wine,White Wine,,,
Champagne,Red Wine,White Wine,Dessert Wine,,,
Rose Wine,,,,,,
Rose Wine,Champagne,Sparkling Wine,Red Wine,Dessert Wine,,
Dessert Wine,Red Wine,Sparkling Wine,Champagne,Port Wine,White Wine,
Red Wine,Dessert Wine,Champagne,Sparkling Wine,White Wine,Port Wine,
Dessert Wine,White Wine,Port Wine,,,,
Rose Wine,Sparkling Wine,Dessert Wine,,,,
Rose Wine,White Wine,Sparkling Wine,Dessert Wine,Port Wine,Red Wine,Champagne
Port Wine,Champagne,Red Wine,Dessert Wine,Rose Wine,,
Red Wine,,,,,,
White Wine,Port Wine,Champagne,Rose Wine,Sparkling Wine,Red Wine,
White Wine,Red Wine,Champagne,Rose Wine,,,
Sparkling Wine,Champagne,White Wine,Rose Wine,Red Wine,,
Sparkling Wine,Port Wine,,,,,
Champagne,White Wine,Dessert Wine,Red Wine,Sparkling Wine,Port Wine,Rose Wine
White Wine,Rose Wine,Red Wine,Dessert Wine,,,
Rose Wine,Dessert Wine,Sparkling Wine,Champagne,White Wine,,
Rose Wine,,,,,,
Port Wine,Rose Wine,Sparkling Wine,White Wine,,,
Rose Wine,Sparkling Wine,,,,,
Sparkling Wine,Dessert Wine,Rose Wine,Red Wine,White Wine,,
Rose Wine,Red Wine,White Wine,Sparkling Wine,Champagne,Port Wine,Dessert Wine
Champagne,,,,,,
Port Wine,Red Wine,Sparkling Wine,Dessert Wine,White Wine,Rose Wine,Champagne
Dessert Wine,,,,,,
White Wine,Port Wine,Champagne,Sparkling Wine,,,
Dessert Wine,Sparkling Wine,Red Wine,White Wine,,,
Red Wine,Dessert Wine,,,,,
Port Wine,,,,,,
White Wine,Port Wine,Sparkling Wine,Red Wine,Champagne,Dessert Wine,
Port Wine,White Wine,Rose Wine,Champagne,Sparkling Wine,Red Wine,Dessert Wine
Red Wine,Port Wine,Sparkling Wine,Champagne,Dessert Wine,,
Red Wine,White Wine,Sparkling Wine,Port Wine,Rose Wine,,
White Wine,Dessert Wine,,,,,
White Wine,Rose Wine,Red Wine,Champagne,Dessert Wine,Sparkling Wine,
Champagne,White Wine,Dessert Wine,,,,
Rose Wine,Port Wine,Dessert Wine,Sparkling Wine,,,
Dessert Wine,Sparkling Wine,Port Wine,Champagne,Red Wine,White Wine,Rose Wine
Champagne,Rose Wine,White Wine,Sparkling Wine,Port Wine,Red Wine,
Champagne,Port Wine,Dessert Wine,Sparkling Wine,,,
Rose Wine,Dessert Wine,Sparkling Wine,Champagne,Red Wine,,
Rose Wine,Sparkling Wine,Red Wine,White Wine,Port Wine,,
Champagne,White Wine,,,,,
Red Wine,Champagne,Rose Wine,White Wine,,,
Champagne,Sparkling Wine,Rose Wine,Port Wine,Dessert Wine,White Wine,
White Wine,Champagne,Red Wine,Rose Wine,Sparkling Wine,,
Sparkling Wine,Port Wine,Dessert Wine,Red Wine,,,
Champagne,Port Wine,,,,,
White Wine,Rose Wine,Port Wine,,,,
Red Wine,Sparkling Wine,,,,,
Dessert Wine,Champagne,Rose Wine,Port Wine,,,
White Wine,Rose Wine,Sparkling Wine,Dessert Wine,Red Wine,,
Port Wine,Rose Wine,Red Wine,,,,
Port Wine,Dessert Wine,Champagne,Sparkling Wine,White Wine,,
Champagne,White Wine,Red Wine,,,,
Port Wine,,,,,,
Rose Wine,Dessert Wine,White Wine,,,,
Rose Wine,White Wine,Dessert Wine,,,,
Port Wine,Rose Wine,Dessert Wine,,,,
Champagne,White Wine,Rose Wine,Red Wine,Port Wine,Dessert Wine,Sparkling Wine
Champagne,Red Wine,White Wine,Dessert Wine,,,
Sparkling Wine,Rose Wine,Port Wine,Dessert Wine,White Wine,Champagne,Red Wine
Red Wine,Rose Wine,White Wine,,,,
Port Wine,Red Wine,Sparkling Wine,Dessert Wine,Rose Wine,,
Red Wine,White Wine,Rose Wine,Port Wine,Champagne,,
White Wine,Rose Wine,Champagne,Dessert Wine,Port Wine,,
Dessert Wine,White Wine,Sparkling Wine,Champagne,,,
Port Wine,Sparkling Wine,,,,,
Dessert Wine,Rose Wine,,,,,
Sparkling Wine,White Wine,Champagne,Rose Wine,Dessert Wine,Red Wine,Port Wine
White Wine,Port Wine,Champagne,Sparkling Wine,Rose Wine,Red Wine,
Sparkling Wine,Port Wine,Rose Wine,,,,
Champagne,Port Wine,Red Wine,Sparkling Wine,,,
Sparkling Wine,White Wine,Rose Wine,,,,
Port Wine,Red Wine,White Wine,,,,
Rose Wine,,,,,,
Red Wine,,,,,,
Sparkling Wine,Red Wine,Champagne,,,,
Sparkling Wine,White Wine,Rose Wine,Dessert Wine,,,
Dessert Wine,White Wine,Sparkling Wine,Port Wine,Red Wine,,
Sparkling Wine,White Wine,Dessert Wine,Rose Wine,Port Wine,Champagne,Red Wine
Sparkling Wine,,,,,,
Port Wine,,,,,,
